0.0199, 3.29, 1
0.0199, 3.2675, 1
0.0199, 3.245, 1
0.0199, 3.2225, 1
0.0199, 3.2, 1
0.0199, 3.1775, 1
0.0199, 3.155, 1
0.0199, 3.1325, 1
0.0199, 3.11, 1
0.0199, 3.0875, 1
0.0199, 3.065, 1
0.0199, 3.0425, 1
0.0199, 3.02, 1
0.0199, 2.9975, 1
0.0199, 2.975, 1
0.0199, 2.9525, 1
0.0199, 2.93, 1
0.0199, 2.9075, 1
0.0199, 2.885, 1
0.0199, 2.8625, 1
0.0199, 2.84, 1
0.0199, 2.8175, 1
0.0199, 2.795, 1
0.0199, 2.7725, 1
0.0199, 2.75, 1
0.0199, 2.7275, 1
0.0199, 2.705, 1
0.0199, 2.6825, 1
0.0199, 2.66, 1
0.0199, 2.6375, 1
0.0199, 2.615, 1
0.0199, 2.5925, 1
0.0199, 2.57, 1
0.0199, 2.5475, 1
0.0199, 2.525, 1
0.0199, 2.5025, 1
0.0199, 2.48, 1
0.0199, 2.4575, 1
0.0199, 2.435, 1
0.0199, 2.4125, 1
0.0199, 2.39, 1
0.0199, 2.3675, 1
0.0199, 2.345, 1
0.0199, 2.3225, 1
0.0199, 2.3, 1
0.0199, 2.2775, 1
0.0199, 2.255, 1
0.0199, 2.2325, 1
0.0199, 2.21, 1
0.0199, 2.1875, 1
0.0199, 2.165, 1
0.0199, 2.1425, 1
0.0199, 2.12, 1
0.0199, 2.0975, 1
0.0199, 2.075, 1
0.0199, 2.0525, 1
0.0199, 2.03, 1
0.0199, 2.0075, 1
0.0199, 1.985, 1
0.0199, 1.9625, 1
0.0199, 1.94, 1
0.0199, 1.9175, 1
0.0199, 1.895, 1
0.0199, 1.8725, 1
0.0199, 1.85, 1
0.0199, 1.8275, 1
0.0199, 1.805, 1
0.0199, 1.7825, 1
0.0199, 1.76, 1
0.0199, 1.7375, 1
0.0199, 1.715, 1
0.0199, 1.6925, 1
0.0199, 1.67, 1
0.0199, 1.6475, 1
0.0199, 1.625, 1
0.0199, 1.6025, 1
0.0199, 1.58, 1
0.0199, 1.5575, 1
0.0199, 1.535, 1
0.0199, 1.5125, 1
0.0199, 1.49, 1
0.0199, 1.4675, 1
0.0199, 1.445, 1
0.0199, 1.4225, 1
0.0199, 1.4, 1
0.0199, 1.3775, 1
0.0199, 1.355, 1
0.0199, 1.3325, 1
0.0199, 1.31, 1
0.0199, 1.2875, 1
0.0199, 1.265, 1
0.0199, 1.2425, 1
0.0199, 1.22, 1
0.0199, 1.1975, 1
0.0199, 1.175, 1
0.0199, 1.1525, 1
0.0199, 1.13, 1
0.0199, 1.1075, 1
0.0199, 1.085, 1
0.0199, 1.0625, 1
0.0199, 1.04, 1
0.0199, 1.0175, 1
0.0199, 0.995, 1
0.0199, 0.9725, 1
0.0199, 0.95, 1
0.0199, 0.9275, 1
0.0199, 0.905, 1
0.0199, 0.8825, 1
0.0199, 0.86, 1
0.0199, 0.8375, 1
0.0199, 0.815, 1
0.0199, 0.7925, 1
0.0199, 0.77, 1
0.0199, 0.7475, 1
0.0199, 0.725, 1
0.0199, 0.7025, 1
0.0199, 0.68, 1
0.0199, 0.6575, 1
0.0199, 0.635, 1
0.0199, 0.6125, 1
0.0199, 0.59, 1
0.0199, 0.5675, 1
0.0199, 0.545, 1
0.0199, 0.5225, 1
0.0199, 0.5, 1
0.02485, 4.9775, 1
0.02485, 4.955, 1
0.02485, 4.9325, 1
0.02485, 4.91, 1
0.02485, 4.8875, 1
0.02485, 4.865, 1
0.02485, 4.8425, 1
0.02485, 4.82, 1
0.02485, 4.7975, 1
0.02485, 4.775, 1
0.02485, 4.7525, 1
0.02485, 4.73, 1
0.02485, 4.7075, 1
0.02485, 4.685, 1
0.02485, 4.6625, 1
0.02485, 4.64, 1
0.02485, 4.6175, 1
0.02485, 4.595, 1
0.02485, 4.5725, 1
0.02485, 4.55, 1
0.02485, 4.5275, 1
0.02485, 4.505, 1
0.02485, 4.4825, 1
0.02485, 4.46, 1
0.02485, 4.4375, 1
0.02485, 4.415, 1
0.02485, 4.3925, 1
0.02485, 4.37, 1
0.02485, 4.3475, 1
0.02485, 4.325, 1
0.02485, 4.3025, 1
0.02485, 4.28, 1
0.02485, 4.2575, 1
0.02485, 4.235, 1
0.02485, 4.2125, 1
0.02485, 4.19, 1
0.02485, 4.1675, 1
0.02485, 4.145, 1
0.02485, 4.1225, 1
0.02485, 4.1, 1
0.02485, 4.0775, 1
0.02485, 4.055, 1
0.02485, 4.0325, 1
0.02485, 4.01, 1
0.02485, 3.9875, 1
0.02485, 3.965, 1
0.02485, 3.9425, 1
0.02485, 3.92, 1
0.02485, 3.8975, 1
0.02485, 3.875, 1
0.02485, 3.8525, 1
0.02485, 3.83, 1
0.02485, 3.8075, 1
0.02485, 3.785, 1
0.02485, 3.7625, 1
0.02485, 3.74, 1
0.02485, 3.7175, 1
0.02485, 3.695, 1
0.02485, 3.6725, 1
0.02485, 3.65, 1
0.02485, 3.6275, 1
0.02485, 3.605, 1
0.02485, 3.5825, 1
0.02485, 3.56, 1
0.02485, 3.5375, 1
0.02485, 3.515, 1
0.02485, 3.4925, 1
0.02485, 3.47, 1
0.02485, 3.4475, 1
0.02485, 3.425, 1
0.02485, 3.4025, 1
0.02485, 3.38, 1
0.02485, 3.3575, 1
0.02485, 3.335, 1
0.02485, 3.3125, 1
0.02485, 3.29, 1
0.02485, 3.2675, 1
0.02485, 3.245, 1
0.02485, 3.2225, 1
0.02485, 3.2, 1
0.02485, 3.1775, 1
0.02485, 3.155, 1
0.02485, 3.1325, 1
0.02485, 3.11, 1
0.02485, 3.0875, 1
0.02485, 3.065, 1
0.02485, 3.0425, 1
0.02485, 3.02, 1
0.02485, 2.9975, 1
0.02485, 2.975, 1
0.02485, 2.9525, 1
0.02485, 2.93, 1
0.02485, 2.9075, 1
0.02485, 2.885, 1
0.02485, 2.8625, 1
0.02485, 2.84, 1
0.02485, 2.8175, 1
0.02485, 2.795, 1
0.02485, 2.7725, 1
0.02485, 2.75, 1
0.02485, 2.7275, 1
0.02485, 2.705, 1
0.02485, 2.6825, 1
0.02485, 2.66, 1
0.02485, 2.6375, 1
0.02485, 2.615, 1
0.02485, 2.5925, 1
0.02485, 2.57, 1
0.02485, 2.5475, 1
0.02485, 2.525, 1
0.02485, 2.5025, 1
0.02485, 2.48, 1
0.02485, 2.4575, 1
0.02485, 2.435, 1
0.02485, 2.4125, 1
0.02485, 2.39, 1
0.02485, 2.3675, 1
0.02485, 2.345, 1
0.02485, 2.3225, 1
0.02485, 2.3, 1
0.02485, 2.2775, 1
0.02485, 2.255, 1
0.02485, 2.2325, 1
0.02485, 2.21, 1
0.02485, 2.1875, 1
0.02485, 2.165, 1
0.02485, 2.1425, 1
0.02485, 2.12, 1
0.02485, 2.0975, 1
0.02485, 2.075, 1
0.02485, 2.0525, 1
0.02485, 2.03, 1
0.02485, 2.0075, 1
0.02485, 1.985, 1
0.02485, 1.9625, 1
0.02485, 1.94, 1
0.02485, 1.9175, 1
0.02485, 1.895, 1
0.02485, 1.8725, 1
0.02485, 1.85, 1
0.02485, 1.8275, 1
0.02485, 1.805, 1
0.02485, 1.7825, 1
0.02485, 1.76, 1
0.02485, 1.7375, 1
0.02485, 1.715, 1
0.02485, 1.6925, 1
0.02485, 1.67, 1
0.02485, 1.6475, 1
0.02485, 1.625, 1
0.02485, 1.6025, 1
0.02485, 1.58, 1
0.02485, 1.5575, 1
0.02485, 1.535, 1
0.02485, 1.5125, 1
0.02485, 1.49, 1
0.02485, 1.4675, 1
0.02485, 1.445, 1
0.02485, 1.4225, 1
0.02485, 1.4, 1
0.02485, 1.3775, 1
0.02485, 1.355, 1
0.02485, 1.3325, 1
0.02485, 1.31, 1
0.02485, 1.2875, 1
0.02485, 1.265, 1
0.02485, 1.2425, 1
0.02485, 1.22, 1
0.02485, 1.1975, 1
0.02485, 1.175, 1
0.02485, 1.1525, 1
0.02485, 1.13, 1
0.02485, 1.1075, 1
0.02485, 1.085, 1
0.02485, 1.0625, 1
0.02485, 1.04, 1
0.02485, 1.0175, 1
0.02485, 0.995, 1
0.02485, 0.9725, 1
0.02485, 0.95, 1
0.02485, 0.9275, 1
0.02485, 0.905, 1
0.02485, 0.8825, 1
0.02485, 0.86, 1
0.02485, 0.8375, 1
0.02485, 0.815, 1
0.02485, 0.7925, 1
0.02485, 0.77, 1
0.02485, 0.7475, 1
0.02485, 0.725, 1
0.02485, 0.7025, 1
0.02485, 0.68, 1
0.02485, 0.6575, 1
0.02485, 0.635, 1
0.02485, 0.6125, 1
0.02485, 0.59, 1
0.02485, 0.5675, 1
0.02485, 0.545, 1
0.02485, 0.5225, 1
0.02485, 0.5, 1
0.0298, 4.9775, 1
0.0298, 4.955, 1
0.0298, 4.9325, 1
0.0298, 4.91, 1
0.0298, 4.8875, 1
0.0298, 4.865, 1
0.0298, 4.8425, 1
0.0298, 4.82, 1
0.0298, 4.7975, 1
0.0298, 4.775, 1
0.0298, 4.7525, 1
0.0298, 4.73, 1
0.0298, 4.7075, 1
0.0298, 4.685, 1
0.0298, 4.6625, 1
0.0298, 4.64, 1
0.0298, 4.6175, 1
0.0298, 4.595, 1
0.0298, 4.5725, 1
0.0298, 4.55, 1
0.0298, 4.5275, 1
0.0298, 4.505, 1
0.0298, 4.4825, 1
0.0298, 4.46, 1
0.0298, 4.4375, 1
0.0298, 4.415, 1
0.0298, 4.3925, 1
0.0298, 4.37, 1
0.0298, 4.3475, 1
0.0298, 4.325, 1
0.0298, 4.3025, 1
0.0298, 4.28, 1
0.0298, 4.2575, 1
0.0298, 4.235, 1
0.0298, 4.2125, 1
0.0298, 4.19, 1
0.0298, 4.1675, 1
0.0298, 4.145, 1
0.0298, 4.1225, 1
0.0298, 4.1, 1
0.0298, 4.0775, 1
0.0298, 4.055, 1
0.0298, 4.0325, 1
0.0298, 4.01, 1
0.0298, 3.9875, 1
0.0298, 3.965, 1
0.0298, 3.9425, 1
0.0298, 3.92, 1
0.0298, 3.8975, 1
0.0298, 3.875, 1
0.0298, 3.8525, 1
0.0298, 3.83, 1
0.0298, 3.8075, 1
0.0298, 3.785, 1
0.0298, 3.7625, 1
0.0298, 3.74, 1
0.0298, 3.7175, 1
0.0298, 3.695, 1
0.0298, 3.6725, 1
0.0298, 3.65, 1
0.0298, 3.6275, 1
0.0298, 3.605, 1
0.0298, 3.5825, 1
0.0298, 3.56, 1
0.0298, 3.5375, 1
0.0298, 3.515, 1
0.0298, 3.4925, 1
0.0298, 3.47, 1
0.0298, 3.4475, 1
0.0298, 3.425, 1
0.0298, 3.4025, 1
0.0298, 3.38, 1
0.0298, 3.3575, 1
0.0298, 3.335, 1
0.0298, 3.3125, 1
0.0298, 3.29, 1
0.0298, 3.2675, 1
0.0298, 3.245, 1
0.0298, 3.2225, 1
0.0298, 3.2, 1
0.0298, 3.1775, 1
0.0298, 3.155, 1
0.0298, 3.1325, 1
0.0298, 3.11, 1
0.0298, 3.0875, 1
0.0298, 3.065, 1
0.0298, 3.0425, 1
0.0298, 3.02, 1
0.0298, 2.9975, 1
0.0298, 2.975, 1
0.0298, 2.9525, 1
0.0298, 2.93, 1
0.0298, 2.9075, 1
0.0298, 2.885, 1
0.0298, 2.8625, 1
0.0298, 2.84, 1
0.0298, 2.8175, 1
0.0298, 2.795, 1
0.0298, 2.7725, 1
0.0298, 2.75, 1
0.0298, 2.7275, 1
0.0298, 2.705, 1
0.0298, 2.6825, 1
0.0298, 2.66, 1
0.0298, 2.6375, 1
0.0298, 2.615, 1
0.0298, 2.5925, 1
0.0298, 2.57, 1
0.0298, 2.5475, 1
0.0298, 2.525, 1
0.0298, 2.5025, 1
0.0298, 2.48, 1
0.0298, 2.4575, 1
0.0298, 2.435, 1
0.0298, 2.4125, 1
0.0298, 2.39, 1
0.0298, 2.3675, 1
0.0298, 2.345, 1
0.0298, 2.3225, 1
0.0298, 2.3, 1
0.0298, 2.2775, 1
0.0298, 2.255, 1
0.0298, 2.2325, 1
0.0298, 2.21, 1
0.0298, 2.1875, 1
0.0298, 2.165, 1
0.0298, 2.1425, 1
0.0298, 2.12, 1
0.0298, 2.0975, 1
0.0298, 2.075, 1
0.0298, 2.0525, 1
0.0298, 2.03, 1
0.0298, 2.0075, 1
0.0298, 1.985, 1
0.0298, 1.9625, 1
0.0298, 1.94, 1
0.0298, 1.9175, 1
0.0298, 1.895, 1
0.0298, 1.8725, 1
0.0298, 1.85, 1
0.0298, 1.8275, 1
0.0298, 1.805, 1
0.0298, 1.7825, 1
0.0298, 1.76, 1
0.0298, 1.7375, 1
0.0298, 1.715, 1
0.0298, 1.6925, 1
0.0298, 1.67, 1
0.0298, 1.6475, 1
0.0298, 1.625, 1
0.0298, 1.6025, 1
0.0298, 1.58, 1
0.0298, 1.5575, 1
0.0298, 1.535, 1
0.0298, 1.5125, 1
0.0298, 1.49, 1
0.0298, 1.4675, 1
0.0298, 1.445, 1
0.0298, 1.4225, 1
0.0298, 1.4, 1
0.0298, 1.3775, 1
0.0298, 1.355, 1
0.0298, 1.3325, 1
0.0298, 1.31, 1
0.0298, 1.2875, 1
0.0298, 1.265, 1
0.0298, 1.2425, 1
0.0298, 1.22, 1
0.0298, 1.1975, 1
0.0298, 1.175, 1
0.0298, 1.1525, 1
0.0298, 1.13, 1
0.0298, 1.1075, 1
0.0298, 1.085, 1
0.0298, 1.0625, 1
0.0298, 1.04, 1
0.0298, 1.0175, 1
0.0298, 0.995, 1
0.0298, 0.9725, 1
0.0298, 0.95, 1
0.0298, 0.9275, 1
0.0298, 0.905, 1
0.0298, 0.8825, 1
0.0298, 0.86, 1
0.0298, 0.8375, 1
0.0298, 0.815, 1
0.0298, 0.7925, 1
0.0298, 0.77, 1
0.0298, 0.7475, 1
0.0298, 0.725, 1
0.0298, 0.7025, 1
0.0298, 0.68, 1
0.0298, 0.6575, 1
0.0298, 0.635, 1
0.0298, 0.6125, 1
0.0298, 0.59, 1
0.0298, 0.5675, 1
0.0298, 0.545, 1
0.0298, 0.5225, 1
0.0298, 0.5, 1
0.03475, 4.9775, 1
0.03475, 4.955, 1
0.03475, 4.9325, 1
0.03475, 4.91, 1
0.03475, 4.8875, 1
0.03475, 4.865, 1
0.03475, 4.8425, 1
0.03475, 4.82, 1
0.03475, 4.7975, 1
0.03475, 4.775, 1
0.03475, 4.7525, 1
0.03475, 4.73, 1
0.03475, 4.7075, 1
0.03475, 4.685, 1
0.03475, 4.6625, 1
0.03475, 4.64, 1
0.03475, 4.6175, 1
0.03475, 4.595, 1
0.03475, 4.5725, 1
0.03475, 4.55, 1
0.03475, 4.5275, 1
0.03475, 4.505, 1
0.03475, 4.4825, 1
0.03475, 4.46, 1
0.03475, 4.4375, 1
0.03475, 4.415, 1
0.03475, 4.3925, 1
0.03475, 4.37, 1
0.03475, 4.3475, 1
0.03475, 4.325, 1
0.03475, 4.3025, 1
0.03475, 4.28, 1
0.03475, 4.2575, 1
0.03475, 4.235, 1
0.03475, 4.2125, 1
0.03475, 4.19, 1
0.03475, 4.1675, 1
0.03475, 4.145, 1
0.03475, 4.1225, 1
0.03475, 4.1, 1
0.03475, 4.0775, 1
0.03475, 4.055, 1
0.03475, 4.0325, 1
0.03475, 4.01, 1
0.03475, 3.9875, 1
0.03475, 3.965, 1
0.03475, 3.9425, 1
0.03475, 3.92, 1
0.03475, 3.8975, 1
0.03475, 3.875, 1
0.03475, 3.8525, 1
